HGNC ID,gene_symbol,sf_id,family_name,subfamily_name,family_id
HGNC:26045,C1orf56,PTHR16240:SF2,PROTEIN MENT,PROTEIN MENT,PTHR16240
HGNC:29468,C1orf68,PTHR23263:SF4,SMALL PROLINE-RICH PROTEIN,SKIN-SPECIFIC PROTEIN 32,PTHR23263
HGNC:26319,C1orf74,PTHR31366:SF2,UPF0739 PROTEIN C1ORF74,UPF0739 PROTEIN C1ORF74,PTHR31366
HGNC:28547,C1orf87,PTHR34830:SF1,SIMILAR TO HYPOTHETICAL PROTEIN MGC34837,SIMILAR TO HYPOTHETICAL PROTEIN MGC34837,PTHR34830
HGNC:28250,C1orf94,PTHR35674:SF1,CDNA SEQUENCE CK137956,CDNA SEQUENCE CK137956,PTHR35674
HGNC:30435,C1orf100,PTHR31763:SF2,HYPOTHETICAL PROTEIN LOC689766,HYPOTHETICAL PROTEIN LOC689766,PTHR31763
HGNC:29591,C1orf105,PTHR39410:SF1,RIKEN CDNA 4930558K02 GENE,RIKEN CDNA 4930558K02 GENE,PTHR39410
HGNC:26039,C1orf109,PTHR16234:SF5,SIMILAR TO HYPOTHETICAL PROTEIN FLJ20508,SIMILAR TO HYPOTHETICAL PROTEIN FLJ20508,PTHR16234
HGNC:25565,C1orf112,PTHR16071:SF2,CHROMOSOME 1 OPEN READING FRAME 112,CHROMOSOME 1 OPEN READING FRAME 112,PTHR16071
HGNC:25873,C1orf115,PTHR14680:SF1,SI:DKEY-126G1.9-RELATED,SI:DKEY-126G1.9-RELATED,PTHR14680
HGNC:28667,C1orf116,PTHR21555:SF0,SPECIFICALLY ANDROGEN-REGULATED GENE PROTEIN,SPECIFICALLY ANDROGEN-REGULATED GENE PROTEIN,PTHR21555
HGNC:24789,C1orf122,PTHR41401:SF1,RGD1559909,RGD1559909,PTHR41401
HGNC:26730,C1orf127,PTHR38653:SF1,GENE 572-RELATED,GENE 572-RELATED,PTHR38653
HGNC:25332,C1orf131,PTHR28366:SF1,UNCHARACTERIZED,ZGC:194224,PTHR28366
HGNC:32044,C1orf141,PTHR36873:SF1,HYPOTHETICAL GENE SUPPORTED BY BC079057,HYPOTHETICAL GENE SUPPORTED BY BC079057,PTHR36873
HGNC:24032,C1orf146,PTHR31408:SF2,HYPOTHETICAL PROTEIN LOC689986,HYPOTHETICAL PROTEIN LOC689986,PTHR31408
HGNC:28567,C1orf158,PTHR31180:SF2,UNCHARACTERIZED,HYPOTHETICAL PROTEIN LOC691162,PTHR31180
HGNC:26062,C1orf159,PTHR16247:SF0,RIKEN CDNA 9430015G10 GENE,RIKEN CDNA 9430015G10 GENE,PTHR16247
HGNC:28344,C1orf162,PTHR37997:SF1,TRANSMEMBRANE PROTEIN C1ORF162,TRANSMEMBRANE PROTEIN C1ORF162,PTHR37997
HGNC:25262,C1orf167,PTHR38493:SF1,CHROMOSOME 1 OPEN READING FRAME 167,CHROMOSOME 1 OPEN READING FRAME 167,PTHR38493
HGNC:27915,C1orf174,PTHR28491:SF1,UPF0688 PROTEIN C1ORF174,UPF0688 PROTEIN C1ORF174,PTHR28491
HGNC:28096,C1orf185,PTHR37858:SF1,HYPOTHETICAL PROTEIN LOC689589,HYPOTHETICAL PROTEIN LOC689589,PTHR37858
HGNC:32305,C1orf189,PTHR35818:SF1,C1ORF189,RGD1564171,PTHR35818
HGNC:32331,C1orf194,PTHR10924:SF3,MAJOR FACILITATOR SUPERFAMILY PROTEIN-RELATED,FELINE LEUKEMIA VIRUS SUBGROUP C RECEPTOR-RELATED PROTEIN 2,PTHR10924
HGNC:25900,C1orf198,PTHR34394:SF1,SIMILAR TO RIKEN CDNA 2310022B05,SIMILAR TO RIKEN CDNA 2310022B05,PTHR34394
HGNC:28755,C1orf210,PTHR31450:SF3,LEUCINE-RICH REPEAT-CONTAINING PROTEIN 19 LRRC19 FAMILY MEMBER,TYPE III ENDOSOME MEMBRANE PROTEIN TEMP,PTHR31450
HGNC:26800,C1orf216,PTHR35673:SF1,UPF0500 PROTEIN C1ORF216,UPF0500 PROTEIN C1ORF216,PTHR35673
HGNC:1241,C1QA,PTHR15427:SF26,EMILIN  ELASTIN MICROFIBRIL INTERFACE-LOCATED PROTEIN   ELASTIN MICROFIBRIL INTERFACER,COMPLEMENT C1Q SUBCOMPONENT SUBUNIT A,PTHR15427
HGNC:1242,C1QB,PTHR15427:SF18,EMILIN  ELASTIN MICROFIBRIL INTERFACE-LOCATED PROTEIN   ELASTIN MICROFIBRIL INTERFACER,COMPLEMENT C1Q SUBCOMPONENT SUBUNIT B,PTHR15427
HGNC:1243,C1QBP,PTHR10826:SF1,COMPLEMENT COMPONENT 1,"COMPLEMENT COMPONENT 1 Q SUBCOMPONENT-BINDING PROTEIN, MITOCHONDRIAL",PTHR10826
HGNC:1245,C1QC,PTHR15427:SF29,EMILIN  ELASTIN MICROFIBRIL INTERFACE-LOCATED PROTEIN   ELASTIN MICROFIBRIL INTERFACER,COMPLEMENT C1Q SUBCOMPONENT SUBUNIT C,PTHR15427
HGNC:24182,C1QL1,PTHR22923:SF64,CEREBELLIN-RELATED,C1Q-RELATED FACTOR,PTHR22923
HGNC:24181,C1QL2,PTHR22923:SF69,CEREBELLIN-RELATED,COMPLEMENT C1Q-LIKE PROTEIN 2,PTHR22923
HGNC:19359,C1QL3,PTHR22923:SF96,CEREBELLIN-RELATED,COMPLEMENT C1Q-LIKE PROTEIN 3,PTHR22923
HGNC:31416,C1QL4,PTHR22923:SF67,CEREBELLIN-RELATED,COMPLEMENT C1Q-LIKE PROTEIN 4,PTHR22923
HGNC:14324,C1QTNF1,PTHR22923:SF63,CEREBELLIN-RELATED,COMPLEMENT C1Q TUMOR NECROSIS FACTOR-RELATED PROTEIN 1,PTHR22923
HGNC:14325,C1QTNF2,PTHR15427:SF28,EMILIN  ELASTIN MICROFIBRIL INTERFACE-LOCATED PROTEIN   ELASTIN MICROFIBRIL INTERFACER,COMPLEMENT C1Q TUMOR NECROSIS FACTOR-RELATED PROTEIN 2,PTHR15427
HGNC:14326,C1QTNF3,PTHR22923:SF92,CEREBELLIN-RELATED,COMPLEMENT C1Q TUMOR NECROSIS FACTOR-RELATED PROTEIN 3,PTHR22923
HGNC:14346,C1QTNF4,PTHR22923:SF62,CEREBELLIN-RELATED,COMPLEMENT C1Q TUMOR NECROSIS FACTOR-RELATED PROTEIN 4,PTHR22923
HGNC:14344,C1QTNF5,PTHR15427:SF27,EMILIN  ELASTIN MICROFIBRIL INTERFACE-LOCATED PROTEIN   ELASTIN MICROFIBRIL INTERFACER,COMPLEMENT C1Q TUMOR NECROSIS FACTOR-RELATED PROTEIN 5,PTHR15427
HGNC:14343,C1QTNF6,PTHR22923:SF70,CEREBELLIN-RELATED,COMPLEMENT C1Q TUMOR NECROSIS FACTOR-RELATED PROTEIN 6,PTHR22923
HGNC:14342,C1QTNF7,PTHR15427:SF24,EMILIN  ELASTIN MICROFIBRIL INTERFACE-LOCATED PROTEIN   ELASTIN MICROFIBRIL INTERFACER,COMPLEMENT C1Q TUMOR NECROSIS FACTOR-RELATED PROTEIN 7,PTHR15427
HGNC:31374,C1QTNF8,PTHR22923:SF61,CEREBELLIN-RELATED,COMPLEMENT C1Q TUMOR NECROSIS FACTOR-RELATED PROTEIN 8,PTHR22923
HGNC:28732,C1QTNF9,PTHR15427:SF21,EMILIN  ELASTIN MICROFIBRIL INTERFACE-LOCATED PROTEIN   ELASTIN MICROFIBRIL INTERFACER,COMPLEMENT C1Q AND TUMOR NECROSIS FACTOR-RELATED PROTEIN 9A-RELATED,PTHR15427
HGNC:34072,C1QTNF9B,PTHR15427:SF21,EMILIN  ELASTIN MICROFIBRIL INTERFACE-LOCATED PROTEIN   ELASTIN MICROFIBRIL INTERFACER,COMPLEMENT C1Q AND TUMOR NECROSIS FACTOR-RELATED PROTEIN 9A-RELATED,PTHR15427
HGNC:32308,C1QTNF12,PTHR24019:SF12,ADIPOLIN,ADIPOLIN,PTHR24019
HGNC:1246,C1R,PTHR24255:SF25,"COMPLEMENT COMPONENT 1, S SUBCOMPONENT-RELATED",COMPLEMENT C1R SUBCOMPONENT,PTHR24255
HGNC:21265,C1RL,PTHR24255:SF26,"COMPLEMENT COMPONENT 1, S SUBCOMPONENT-RELATED",COMPLEMENT C1R SUBCOMPONENT-LIKE PROTEIN,PTHR24255
HGNC:1247,C1S,PTHR24255:SF18,"COMPLEMENT COMPONENT 1, S SUBCOMPONENT-RELATED",COMPLEMENT C1S SUBCOMPONENT,PTHR24255
HGNC:1248,C2,PTHR46393:SF2,FAMILY NOT NAMED,COMPLEMENT C2,PTHR46393
HGNC:1266,C2CD2,PTHR21119:SF7,UNCHARACTERIZED,C2 DOMAIN-CONTAINING PROTEIN 2,PTHR21119
HGNC:29000,C2CD2L,PTHR21119:SF8,UNCHARACTERIZED,PHOSPHOLIPID TRANSFER PROTEIN C2CD2L,PTHR21119
HGNC:24564,C2CD3,PTHR21254:SF1,UNCHARACTERIZED,C2 DOMAIN-CONTAINING PROTEIN 3,PTHR21254
HGNC:33627,C2CD4A,PTHR47226:SF3,C2 CALCIUM-DEPENDENT DOMAIN-CONTAINING PROTEIN 4A,C2 CALCIUM-DEPENDENT DOMAIN-CONTAINING PROTEIN 4A,PTHR47226
HGNC:33628,C2CD4B,PTHR47226:SF1,C2 CALCIUM-DEPENDENT DOMAIN-CONTAINING PROTEIN 4A,C2 CALCIUM-DEPENDENT DOMAIN-CONTAINING PROTEIN 4B,PTHR47226
HGNC:29417,C2CD4C,PTHR46291:SF5,FAMILY NOT NAMED,C2 CALCIUM-DEPENDENT DOMAIN-CONTAINING PROTEIN 4C,PTHR46291
HGNC:37210,C2CD4D,PTHR46291:SF1,FAMILY NOT NAMED,C2 CALCIUM-DEPENDENT DOMAIN-CONTAINING PROTEIN 4D,PTHR46291
HGNC:29062,C2CD5,PTHR37412:SF2,C2 DOMAIN-CONTAINING PROTEIN 5,C2 DOMAIN-CONTAINING PROTEIN 5,PTHR37412
HGNC:14438,C2CD6,PTHR21665:SF2,UNCHARACTERIZED,C2 CALCIUM-DEPENDENT DOMAIN-CONTAINING PROTEIN 6,PTHR21665
HGNC:25275,C2orf16,PTHR33888:SF1,RIKEN CDNA 4932415D10 GENE,RIKEN CDNA 4932415D10 GENE,PTHR33888
HGNC:25077,C2orf27A,PTHR16471:SF2,CMT1A DUPLICATED REGION TRANSCRIPT 15 PROTEIN-LIKE PROTEIN,SUBFAMILY NOT NAMED,PTHR16471
HGNC:26056,C2orf42,PTHR13518:SF1,PUTATIVE TREBLE-CLEF ZINC-FINGER C2ORF42 FAMILY MEMBER,RGD1306746 PROTEIN,PTHR13518
HGNC:28772,C2orf49,PTHR28359:SF1,ASHWIN,ASHWIN,PTHR28359
HGNC:26324,C2orf50,PTHR31909:SF2,CHROMOSOME 20 ORF85 FAMILY MEMBER,RIKEN CDNA 2410004P03 GENE,PTHR31909
HGNC:33809,C2orf66,PTHR47620:SF1,CHROMOSOME 2 OPEN READING FRAME 66,CHROMOSOME 2 OPEN READING FRAME 66,PTHR47620
HGNC:34353,C2orf68,PTHR34256:SF1,UPF0561 PROTEIN C2ORF68,UPF0561 PROTEIN C2ORF68,PTHR34256
HGNC:26799,C2orf69,PTHR31296:SF1,UPF0565 PROTEIN C2ORF69,UPF0565 PROTEIN C2ORF69,PTHR31296
HGNC:27418,C2orf72,PTHR35675:SF1,HYPOTHETICAL PROTEIN LOC100362216,HYPOTHETICAL PROTEIN LOC100362216,PTHR35675
HGNC:26861,C2orf73,PTHR35087:SF1,SIMILAR TO HYPOTHETICAL PROTEIN FLJ40298,SIMILAR TO HYPOTHETICAL PROTEIN FLJ40298,PTHR35087
HGNC:34439,C2orf74,PTHR37882:SF1,HYPOTHETICAL PROTEIN LOC690352,HYPOTHETICAL PROTEIN LOC690352,PTHR37882
HGNC:27017,C2orf76,PTHR18444:SF9,UPF0538 FAMILY MEMBER,UPF0538 PROTEIN C2ORF76,PTHR18444
HGNC:34349,C2orf78,PTHR31466:SF1,GENE 5591-RELATED,GENE 5591-RELATED,PTHR31466
HGNC:34352,C2orf80,PTHR36296:SF1,GAMMA-CRYSTALLIN A,GAMMA-CRYSTALLIN A,PTHR36296
HGNC:34350,C2orf81,PTHR34438:SF1,FAMILY NOT NAMED,SUBFAMILY NOT NAMED,PTHR34438
HGNC:28191,C2orf88,PTHR36471:SF1,SMALL MEMBRANE A-KINASE ANCHOR PROTEIN,SMALL MEMBRANE A-KINASE ANCHOR PROTEIN,PTHR36471
HGNC:1318,C3,PTHR11412:SF81,MACROGLOBULIN / COMPLEMENT,COMPLEMENT C3,PTHR11412
HGNC:1319,C3AR1,PTHR24225:SF28,CHEMOTACTIC RECEPTOR,C3A ANAPHYLATOXIN CHEMOTACTIC RECEPTOR,PTHR24225
HGNC:25024,C3orf14,PTHR14286:SF2,"GENE, 49355-RELATED","GENE, 49355-RELATED",PTHR14286
HGNC:24837,C3orf18,PTHR15868:SF0,"SIMILAR TO RIKEN CDNA 6430571L13 GENE, SIMILAR TO G20 PROTEIN","SIMILAR TO RIKEN CDNA 6430571L13 GENE, SIMILAR TO G20 PROTEIN",PTHR15868
HGNC:25320,C3orf20,PTHR23093:SF16,SIMILAR TO CHROMOSOME 3 OPEN READING FRAME 20,SIMILAR TO CHROMOSOME 3 OPEN READING FRAME 20,PTHR23093
HGNC:28534,C3orf22,PTHR37875:SF1,HYPOTHETICAL PROTEIN LOC685964,HYPOTHETICAL PROTEIN LOC685964,PTHR37875
HGNC:26434,C3orf33,PTHR28434:SF1,PROTEIN C3ORF33,PROTEIN C3ORF33,PTHR28434
HGNC:28384,C3orf38,PTHR21084:SF1,UNCHARACTERIZED,CHROMOSOME 3 OPEN READING FRAME 38,PTHR21084
HGNC:25190,C3orf49,PTHR36473:SF1,CHROMOSOME 3 OPEN READING FRAME 49,CHROMOSOME 3 OPEN READING FRAME 49,PTHR36473
HGNC:26255,C3orf52,PTHR14636:SF1,TPA-INDUCED TRANSMEMBRANE PROTEIN,TPA-INDUCED TRANSMEMBRANE PROTEIN,PTHR14636
HGNC:32481,C3orf56,PTHR31813:SF17,PROLINE-RICH PROTEIN 23B,CHROMOSOME 3 OPEN READING FRAME 56,PTHR31813
HGNC:24771,C3orf62,PTHR36680:SF1,HYPOTHETICAL LOC498675,HYPOTHETICAL LOC498675,PTHR36680
HGNC:33731,C3orf70,PTHR31785:SF2,UPF0524 PROTEIN C3ORF70,UPF0524 PROTEIN C3ORF70,PTHR31785
HGNC:40048,C3orf80,PTHR38505:SF1,HYPOTHETICAL PROTEIN LOC100362176,HYPOTHETICAL PROTEIN LOC100362176,PTHR38505
HGNC:44666,C3orf84,PTHR35539:SF1,CDNA SEQUENCE BC048562,CDNA SEQUENCE BC048562,PTHR35539
HGNC:34414,C3P1,PTHR11412:SF111,MACROGLOBULIN / COMPLEMENT,PROTEIN C3P1-RELATED,PTHR11412
HGNC:1323,C4A,PTHR11412:SF86,MACROGLOBULIN / COMPLEMENT,COMPLEMENT C4-A-RELATED,PTHR11412
HGNC:1324,C4B,PTHR11412:SF86,MACROGLOBULIN / COMPLEMENT,COMPLEMENT C4-A-RELATED,PTHR11412
HGNC:1325,C4BPA,PTHR19325:SF341,COMPLEMENT COMPONENT-RELATED SUSHI DOMAIN-CONTAINING,C4B-BINDING PROTEIN ALPHA CHAIN,PTHR19325
HGNC:1328,C4BPB,PTHR45656:SF9,PROTEIN CBR-CLEC-78,C4B-BINDING PROTEIN BETA CHAIN-RELATED,PTHR45656
HGNC:19225,C4orf3,PTHR37367:SF1,CHROMOSOME 4 OPEN READING FRAME 3,CHROMOSOME 4 OPEN READING FRAME 3,PTHR37367
HGNC:25274,C4orf17,PTHR33772:SF2,"THYMUS, BRAIN AND TESTES-ASSOCIATED",RIKEN CDNA 4930579F01 GENE,PTHR33772
HGNC:25618,C4orf19,PTHR16106:SF3,CHROMOSOME 4 OPEN READING FRAME 19,CHROMOSOME 4 OPEN READING FRAME 19,PTHR16106
HGNC:27025,C4orf33,PTHR31475:SF3,UPF0462 PROTEIN,UPF0462 PROTEIN C4ORF33,PTHR31475
HGNC:28386,C4orf36,PTHR38002:SF1,C4ORF36 ISOFORM 11,C4ORF36 ISOFORM 11,PTHR38002
HGNC:26342,C4orf45,PTHR34833:SF1,"GENE, 17359-RELATED","GENE, 17359-RELATED",PTHR34833
HGNC:27320,C4orf46,PTHR31641:SF2,RENAL CANCER DIFFERENTIATION GENE 1 PROTEIN,RENAL CANCER DIFFERENTIATION GENE 1 PROTEIN,PTHR31641
HGNC:34346,C4orf47,PTHR31144:SF1,UPF0602 PROTEIN C4ORF47,UPF0602 PROTEIN C4ORF47,PTHR31144
HGNC:34437,C4orf48,PTHR35451:SF1,NEUROPEPTIDE-LIKE PROTEIN C4ORF48,NEUROPEPTIDE-LIKE PROTEIN C4ORF48,PTHR35451
HGNC:33766,C4orf50,PTHR36866:SF1,CHROMOSOME 4 OPEN READING FRAME 50,CHROMOSOME 4 OPEN READING FRAME 50,PTHR36866
HGNC:1331,C5,PTHR11412:SF83,MACROGLOBULIN / COMPLEMENT,COMPLEMENT C5,PTHR11412
HGNC:1338,C5AR1,PTHR24225:SF29,CHEMOTACTIC RECEPTOR,C5A ANAPHYLATOXIN CHEMOTACTIC RECEPTOR 1,PTHR24225
HGNC:4527,C5AR2,PTHR24225:SF1,CHEMOTACTIC RECEPTOR,C5A ANAPHYLATOXIN CHEMOTACTIC RECEPTOR 2,PTHR24225
HGNC:20656,C5orf15,PTHR16502:SF2,UNCHARACTERIZED,KERATINOCYTE-ASSOCIATED TRANSMEMBRANE PROTEIN 2,PTHR16502
HGNC:25639,C5orf22,PTHR13225:SF3,MISEXPRESSION SUPPRESSOR OF RAS 6,UPF0489 PROTEIN C5ORF22,PTHR13225
HGNC:26746,C5orf24,PTHR31894:SF0,UPF0461 PROTEIN C5ORF24,UPF0461 PROTEIN C5ORF24,PTHR31894
HGNC:24738,C5orf34,PTHR34531:SF1,ZGC:153352,ZGC:153352,PTHR34531
HGNC:33768,C5orf46,PTHR37864:SF1,SIMILAR TO AVLV472,SIMILAR TO AVLV472,PTHR37864
HGNC:27026,C5orf47,PTHR38655:SF1,SIMILAR TO RIKEN CDNA 4930524B15,SIMILAR TO RIKEN CDNA 4930524B15,PTHR38655
HGNC:27028,C5orf49,PTHR34444:SF1,LOC361192,LOC361192,PTHR34444
HGNC:27750,C5orf51,PTHR28494:SF1,UPF0600 PROTEIN C5ORF51,UPF0600 PROTEIN C5ORF51,PTHR28494
HGNC:35121,C5orf52,PTHR35666:SF1,SIMILAR TO RIKEN CDNA 4921536K21,SIMILAR TO RIKEN CDNA 4921536K21,PTHR35666
HGNC:27753,C5orf60,PTHR21859:SF42,ACROSOME-SPECIFIC PROTEIN,SUBFAMILY NOT NAMED,PTHR21859
HGNC:40051,C5orf63,PTHR33558:SF2,GLUTAREDOXIN-LIKE PROTEIN C5ORF63 HOMOLOG,GLUTAREDOXIN-LIKE PROTEIN C5ORF63,PTHR33558
HGNC:1339,C6,PTHR45742:SF4,COMPLEMENT COMPONENT C6,COMPLEMENT COMPONENT C6,PTHR45742
HGNC:13927,C6orf15,PTHR15817:SF2,STG PROTEIN,"MUCIN 18B, ISOFORM A",PTHR15817
HGNC:19076,C6orf47,PTHR14307:SF0,C6ORF47 FAMILY MEMBER,SI:CH73-25F10.6,PTHR14307
HGNC:20881,C6orf52,PTHR37457:SF1,TRNA SELENOCYSTEINE 1-ASSOCIATED PROTEIN 1-RELATED,SIMILAR TO HUMAN CHROMOSOME 6 OPEN READING FRAME 52,PTHR37457
HGNC:20960,C6orf58,PTHR18820:SF1,LEG1,PROTEIN LEG1 HOMOLOG,PTHR18820
HGNC:20998,C6orf62,PTHR28336:SF1,BA1-643,BA1-643,PTHR28336
HGNC:21114,C6orf89,PTHR35259:SF1,BOMBESIN RECEPTOR-ACTIVATED PROTEIN C6ORF89,BOMBESIN RECEPTOR-ACTIVATED PROTEIN C6ORF89,PTHR35259
HGNC:21233,C6orf118,PTHR34916:SF1,GI:13385330,GI:13385330,PTHR34916
HGNC:21247,C6orf120,PTHR31703:SF2,UPF0669 PROTEIN C6ORF120,UPF0669 PROTEIN C6ORF120,PTHR31703
HGNC:21288,C6orf132,PTHR35077:SF2,SIMILAR TO AI661453 PROTEIN,SIMILAR TO AI661453 PROTEIN,PTHR35077
HGNC:21301,C6orf136,PTHR31094:SF2,RIKEN CDNA 2310061I04 GENE,RIKEN CDNA 2310061I04 GENE,PTHR31094
HGNC:21351,C6orf141,PTHR36880:SF1,9130008F23RIK PROTEIN,9130008F23RIK PROTEIN,PTHR36880
HGNC:21403,C6orf163,PTHR34645:SF1,SIMILAR TO HYPOTHETICAL PROTEIN,SIMILAR TO HYPOTHETICAL PROTEIN,PTHR34645
HGNC:21620,C6orf201,PTHR35968:SF1,CHROMOSOME 6 C6ORF201 HOMOLOG,CHROMOSOME 6 C6ORF201 HOMOLOG,PTHR35968
HGNC:34431,C6orf226,PTHR40657:SF1,HYPOTHETICAL PROTEIN LOC681367,HYPOTHETICAL PROTEIN LOC681367,PTHR40657
HGNC:1346,C7,PTHR45742:SF2,COMPLEMENT COMPONENT C6,COMPLEMENT COMPONENT C7,PTHR45742
HGNC:21703,C7orf25,PTHR13379:SF0,UNCHARACTERIZED DUF1308,UPF0415 PROTEIN C7ORF25,PTHR13379
HGNC:21702,C7orf26,PTHR14540:SF2,UNCHARACTERIZED,RIKEN CDNA E130309D02 GENE,PTHR14540
HGNC:21722,C7orf31,PTHR31393:SF2,C5ORF31,CHROMOSOME 7 OPEN READING FRAME 31,PTHR31393
HGNC:22421,C7orf50,PTHR22306:SF2,UNCHARACTERIZED,ZMP:0000000624,PTHR22306
HGNC:22247,C7orf57,PTHR31097:SF2,SI:DKEY-276J7.1,SI:DKEY-276J7.1,PTHR31097
HGNC:22135,C7orf61,PTHR39221:SF1,CHROMOSOME 7 OPEN READING FRAME 61,CHROMOSOME 7 OPEN READING FRAME 61,PTHR39221
HGNC:1352,C8A,PTHR45742:SF1,COMPLEMENT COMPONENT C6,COMPLEMENT COMPONENT C8 ALPHA CHAIN,PTHR45742
HGNC:1353,C8B,PTHR45742:SF5,COMPLEMENT COMPONENT C6,COMPLEMENT COMPONENT C8 BETA CHAIN,PTHR45742
HGNC:1354,C8G,PTHR47304:SF1,COMPLEMENT COMPONENT C8 GAMMA CHAIN,COMPLEMENT COMPONENT C8 GAMMA CHAIN,PTHR47304
HGNC:26104,C8orf33,PTHR13602:SF2,UNCHARACTERIZED,UPF0488 PROTEIN C8ORF33,PTHR13602
HGNC:30905,C8orf34,PTHR32000:SF3,SIMILAR TO HYPOTHETICAL PROTEIN,SIMILAR TO HYPOTHETICAL PROTEIN,PTHR32000
HGNC:27232,C8orf37,PTHR33958:SF1,PROTEIN C8ORF37,PROTEIN C8ORF37,PTHR33958
HGNC:26345,C8orf48,PTHR35256:SF1,CHROMOSOME 8 OPEN READING FRAME 48,CHROMOSOME 8 OPEN READING FRAME 48,PTHR35256
HGNC:32233,C8orf58,PTHR37336:SF1,SIMILAR TO 9930012K11RIK PROTEIN,SIMILAR TO 9930012K11RIK PROTEIN,PTHR37336
HGNC:32296,C8orf74,PTHR28457:SF2,COILED-COIL DOMAIN-CONTAINING PROTEIN 189,SIMILAR TO 4930578I06RIK PROTEIN,PTHR28457
HGNC:25924,C8orf76,PTHR31919:SF1,"ZINC FINGERS AND HOMEOBOXES PROTEIN 1, ISOFORM 2","ZINC FINGERS AND HOMEOBOXES PROTEIN 1, ISOFORM 2",PTHR31919
HGNC:33826,C8orf82,PTHR31449:SF3,UPF0598 PROTEIN C8ORF82,UPF0598 PROTEIN C8ORF82,PTHR31449
HGNC:44672,C8orf88,PTHR12669:SF15,EUKARYOTIC TRANSLATION INITIATION FACTOR 4E-BINDING PROTEIN,GRANULITO,PTHR12669
HGNC:1358,C9,PTHR45742:SF3,COMPLEMENT COMPONENT C6,COMPLEMENT COMPONENT C9,PTHR45742
HGNC:17823,C9orf16,PTHR34344:SF1,UPF0184 PROTEIN C9ORF16,UPF0184 PROTEIN C9ORF16,PTHR34344
HGNC:19919,C9orf24,PTHR35664:SF1,SPERMATID-SPECIFIC MANCHETTE-RELATED PROTEIN 1,SPERMATID-SPECIFIC MANCHETTE-RELATED PROTEIN 1,PTHR35664
HGNC:23433,C9orf40,PTHR16003:SF3,C9ORF40 ISOFORM 1,C9ORF40 ISOFORM 1,PTHR16003
HGNC:23570,C9orf43,PTHR36130:SF1,RIKEN CDNA 4933430I17 GENE,RIKEN CDNA 4933430I17 GENE,PTHR36130
HGNC:23677,C9orf50,PTHR36865:SF1,RIKEN CDNA 1700001O22 GENE,RIKEN CDNA 1700001O22 GENE,PTHR36865
HGNC:28144,C9orf64,PTHR21314:SF0,UNCHARACTERIZED,QUEUOSINE SALVAGE PROTEIN,PTHR21314
HGNC:28337,C9orf72,PTHR31855:SF2,GUANINE NUCLEOTIDE EXCHANGE C9ORF72,GUANINE NUCLEOTIDE EXCHANGE C9ORF72,PTHR31855
HGNC:24932,C9orf78,PTHR13486:SF2,TELOMERE LENGTH AND SILENCING PROTEIN 1 TLS1 FAMILY MEMBER,TELOMERE LENGTH AND SILENCING PROTEIN 1 HOMOLOG,PTHR13486
HGNC:28784,C9orf85,PTHR22876:SF5,ZGC:101016,ZGC:101016,PTHR22876
HGNC:28435,C9orf116,PTHR20899:SF8,PIERCE HOMOLOG,UPF0691 PROTEIN C9ORF116,PTHR20899
HGNC:31116,C9orf129,PTHR15976:SF15,CONSTITUTIVE COACTIVATOR OF PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR GAMMA,CONSTITUTIVE COACTIVATOR OF PPAR-GAMMA-LIKE PROTEIN 2,PTHR15976
HGNC:31418,C9orf131,PTHR21777:SF0,RCG55159-LIKE,RCG55159-LIKE,PTHR21777
HGNC:31422,C9orf135,PTHR35069:SF1,PROTEIN C9ORF135,PROTEIN C9ORF135,PTHR35069
HGNC:31455,C9orf152,PTHR36290:SF1,RIKEN CDNA D630039A03 GENE,RIKEN CDNA D630039A03 GENE,PTHR36290
HGNC:31456,C9orf153,PTHR37353:SF1,RIKEN CDNA 4921517D22 GENE,RIKEN CDNA 4921517D22 GENE,PTHR37353
HGNC:27421,C10orf53,PTHR28448:SF1,UPF0728 PROTEIN C10ORF53,UPF0728 PROTEIN C10ORF53,PTHR28448
HGNC:23294,C10orf62,PTHR23008:SF0,CHROMOSOME 28 C10ORF62 HOMOLOG,CHROMOSOME 28 C10ORF62 HOMOLOG,PTHR23008
HGNC:28716,C10orf67,PTHR22382:SF7,RIKEN CDNA 4921504E06 GENE,RIKEN CDNA 4921504E06 GENE,PTHR22382
HGNC:26973,C10orf71,PTHR33775:SF2,CARDIAC-ENRICHED FHL2-INTERACTING PROTEIN-RELATED,CARDIAC-ENRICHED FHL2-INTERACTING PROTEIN,PTHR33775
HGNC:28500,C10orf82,PTHR47301:SF1,HYPOTHETICAL PROTEIN LOC681006,HYPOTHETICAL PROTEIN LOC681006,PTHR47301
HGNC:25822,C10orf88,PTHR14787:SF3,C10ORF188 FAMILY MEMBER,CHROMOSOME 10 OPEN READING FRAME 88,PTHR14787
HGNC:26563,C10orf90,PTHR21553:SF24,ALMS1-RELATED,(E2-INDEPENDENT) E3 UBIQUITIN-CONJUGATING ENZYME FATS,PTHR21553
HGNC:20304,C10orf105,PTHR38325:SF1,MCG55969,MCG55969,PTHR38325
HGNC:25707,C10orf120,PTHR47509:SF1,MCG1612,MCG1612,PTHR47509
HGNC:1163,C11orf1,PTHR34524:SF1,CALCYPHOSIN,UPF0686 PROTEIN C11ORF1,PTHR34524
